naming,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Tavg Tarai Postmonsoon,27.354894382297957,26.796838345125106,27.6982341552344,26.719933332830028,26.083026207118206,25.14628094667817,26.746304489459302,26.62119482540367,26.439662956243065,26.69307558320391,27.011377667817083,26.774917763215413,27.199849607789965,26.656037611919142,27.101099826891,26.871466223986193,26.362604399769918,26.578998463761863,26.475464830140925,25.785020587402933,25.354551006450553,26.20938914408357,25.924861162007478,25.575369420826657,25.774007564924606,26.419802888404412,26.45940898401263,26.113793531262584,26.397394338595806,26.02946794113871,26.00774615551858,26.32147245598914,25.771386370370227,26.532516229964443,26.404789253924054,25.23400500836536,27.88760085369833,26.645045922720737,26.895379608118287,26.483896871368998,26.616901853440794,26.64401764899382,25.521630006402248,26.193854949943788,26.164372059290926,27.06133229620789,26.811917176437507,26.71519778734901,26.837678872532805,26.573940853024286,26.053323296724272,26.183608485790238,24.608196721311472,25.227049180327867,26.4471045712618,27.102332464331756,26.220680953756663,27.193451452045867,27.779942229037594,27.33486752920311,27.138211011619777,
Tavg Tarai Premonsoon,28.133501703327614,27.497536617515255,28.424890508962623,27.755786023073988,28.459973942057587,26.608368988749046,28.190279743392445,28.51080682584178,28.23487936113381,27.38847360516781,28.932630286784896,28.805730981064077,28.367458607224584,28.038478435409175,28.179665296866485,28.1282814828852,27.7043083939441,28.55408928628637,28.420760503747136,27.560937795089625,27.25797299578566,27.03212618618898,28.412139069104825,28.226624252084015,26.94512909067233,26.973626820650814,27.650398032964205,27.55863498102934,26.52995126780402,27.985186586823716,28.405664723512132,26.976787409929734,28.017775293776435,28.679251408408746,28.425731837273766,27.02226416298714,27.552501351257714,29.123096961774497,27.952498939546206,27.77749580278009,27.620411752399278,27.794988769024343,28.296219182390267,27.86749621154913,27.934077717455445,28.07927731237958,28.211378420258484,28.329138897461384,29.947963971567848,28.03565180984781,28.518785734392058,28.49733676498267,27.1781417440122,26.625,28.779673273554234,28.099507944019354,28.010712293362534,28.121264494476605,27.395963484057432,28.280311148084596,29.580347571164385,
Tavg Tarai Winter,22.1083844666964,22.571176327631576,22.19217265153268,22.32279150940546,22.187743250925926,21.900233503879143,21.585264266223252,22.2845980471345,21.705061833166248,21.86146747719298,22.373967796308076,23.40807447650098,21.876171195038985,20.469562669444446,21.592639120995482,22.409106154690893,21.062243144951267,21.822620707453357,21.140209689049545,22.32822399134503,20.456194875165693,20.023189240868142,20.613731207722605,20.605877175402394,20.9949781796714,21.287088997994292,21.7297899436244,20.528908168756615,20.6508009533289,21.373385111583822,20.197610976152607,20.798679172153637,21.090764708816824,20.171780031427282,20.780380980349307,20.22179503718294,20.75578636980551,22.3122250678144,20.78739071241799,21.16360127953438,21.237135184189555,21.03877740456503,20.98192434683007,21.254694120492204,22.21044610267411,20.810180522663625,20.76298294494899,22.515205392017517,21.86896441150655,20.86080813265007,20.924144419266167,21.546807193639943,21.306675881029534,19.232965830841504,20.39700814470955,22.30205167733832,21.897394129594677,21.18201083002139,20.689596172163778,22.2426238517068,21.337499663448448,22.6560854668008
Tavg Tarai annual,27.617020566745648,27.35510994006331,27.759849576020432,27.209783013539404,27.265911769258963,26.591819157635406,27.33491562928953,27.479142378578306,27.219652598954546,27.070422716923243,27.791163706587163,27.9441355335493,27.346923621456746,26.878818463037405,27.27881096594244,27.59045920615488,26.90262931647741,27.321392253603335,27.126475094458517,26.87857172277192,26.227649496313376,26.276875416661078,26.545946721398558,26.46810458300918,26.28935136221441,26.446429922665303,26.75959659441982,26.233194581271984,26.29870291163595,26.656111639802624,26.528952011872178,26.31859447673511,26.689321344741806,26.717014596011346,26.74120538335123,25.99085180632836,27.001818504491727,27.36832501867801,26.830646086881487,26.686605439440665,26.72581425222537,26.8089548297722,26.521230325258344,26.78778731099635,26.993530876674935,26.889888402097654,26.853159691136767,27.396361085552464,27.55580831194842,26.743923468189124,26.840848925072123,26.94847405057449,25.648560963637483,25.221048834759557,26.795964033678285,27.38361343263793,27.04549154208076,27.16437258840774,26.947571555396284,27.43064320296243,27.557967519723135,22.6560854668008
Tmax High Mountain Monsoon,13.631691597814207,13.44223595737705,13.299788145628415,12.817406220491803,13.338520231748634,13.966193228524588,13.960663735245902,13.428292940515222,13.648040261358314,13.677663109945355,14.307710905846994,14.16334067726776,13.092729857298984,13.555051810772834,13.145742992505854,13.839200463278688,13.133824116284153,13.345777021436378,13.668575558196721,13.022994549836067,13.167934796721312,13.060116881920374,12.336211740874317,12.311874836502733,12.432074114207651,11.966755121935988,12.23687917587822,12.158695564298727,12.381371445347385,12.210828336612021,12.605508235831383,12.051034658522935,13.125406269925485,12.302999639463488,12.454237297468126,12.792789871468788,12.645182490789868,12.344884479243252,12.607516601020038,12.965518371975493,12.845661568551085,13.02756478032787,12.44555226093724,13.221419132637854,12.920021360218579,12.62383271612213,13.117052730663545,13.476386426947698,12.876286194285715,12.934391132677597,13.527875718206365,13.324254441809709,13.03161602906461,12.749326668531019,12.649717124328788,13.222493623551912,13.10523774994352,13.293498982256509,12.588834773418949,12.772026018624004,13.141563432471875,
Tmax High Mountain Postmonsoon,10.053327880327869,8.839850659016394,9.67419691748634,8.891625873224044,8.777494862295082,7.731234570491805,9.475725179234972,9.054610144574552,9.339593150663545,9.625168141639344,10.281435372131147,9.681922881748633,9.757198489929742,9.317428199531616,9.673493525932866,8.838730166557378,8.586274689836065,8.718270393770492,9.390492832786887,9.074407375737705,8.744977403278689,9.326927572896176,9.408901732459016,8.445880687650273,8.39837907759563,8.79205926088993,9.381418365339579,9.06896892021858,9.298818074473068,8.86548708618267,8.716143867447308,8.941503768319258,9.14793262152012,9.345522188017885,9.29699102003643,8.675245565067065,10.356863751058123,9.508422627600597,9.791007379672132,9.709228786885246,9.892021196184798,9.366192986520947,8.693256576029144,9.440968727272727,9.323393346885247,9.779693886506937,10.157980452521468,9.811681643278689,9.546976076031946,9.76205630885246,9.9436777515847,9.573115320983607,8.959596672263109,9.379075667791707,9.461451394098361,9.992653081077284,9.35799179091335,9.49574449614272,10.607326350446803,9.744055911282546,10.214242307039537,
Tmax High Mountain Premonsoon,10.744664804710144,9.855870324637682,10.790674954347827,10.03253149021739,10.977564141811595,9.418667491666666,10.489202752826086,11.114148283229813,10.676599580020703,10.273333431884058,12.146979728043478,12.766057559855073,11.962733739958592,11.256433868115941,10.40923816832298,11.115607282608696,10.334933214492754,11.564911859937888,11.687787103260868,10.658799584130435,11.145717071304349,11.095261754451347,11.49154885594203,11.515061431884059,10.752827590144927,10.33427163146998,10.957409964596273,11.070279406590753,9.958478894306419,11.492398390372673,11.832669403243615,10.414734512346445,11.44803269660079,12.15558992284585,11.80937997770751,10.783372877865613,10.773712104901186,12.346344986561265,11.428636824927535,11.486949167439613,11.004758447747037,11.083852429565217,11.182110920948617,11.466912353754942,11.424726012806325,11.249661156047432,11.760833163643893,11.758517863188407,13.134038509813665,11.6508505,12.512652949104861,12.144754024906224,11.89867848094203,11.05479514228616,12.115352647701863,11.207123090652173,11.294787505336744,11.547748499378274,10.53549795917915,11.340971851709293,12.316122415716112,
Tmax High Mountain Winter,4.298332994350283,4.852732676666666,3.977939106593407,3.990159478888889,4.570095712740741,4.684301592444444,3.942715852600733,5.002041094772487,4.372765555978836,4.920771639365079,5.640319884175824,6.7164388848888885,5.190712368,3.506803360899471,4.297599046446886,5.419321939767196,3.708472898296296,4.83784130362963,3.7313709942857143,4.873917833555556,4.042385048592593,4.647468503873016,4.1377573708424915,3.654427044740741,4.39694891525926,4.037317155767196,4.435537120669807,3.6578572359365085,3.5938360493827166,4.28110752615873,3.3010091166928315,3.4246651181446213,4.2228039832637485,3.524772448022447,3.686832636193014,3.7124102151380476,3.8862364571986534,5.785897561032549,4.124834431346432,4.4640127875061735,4.585500643241303,4.171823423082893,4.031626352998114,4.3394716593266,5.499252206383839,3.9279839047856346,4.215319864380309,5.675075459903948,4.979226081621713,4.4809887345763135,4.7484340168077175,5.567368624973546,4.797192537735777,4.966125130749456,4.200154173885498,5.523896496148148,5.267775319269842,4.440568842735139,3.7164331939256265,5.279719358832244,4.2617217375409036,5.998483013472486
Tmax High Mountain annual,9.682004319300626,9.247672404424447,9.435649781013996,8.932930765705532,9.415918737149013,8.950099220781876,9.467076879976924,9.64977311577302,9.50924963700535,9.62423408070846,10.594111472549361,10.831940000940088,10.00084361379683,9.408929309829965,9.381518433302146,9.803214963052989,8.940876229727317,9.616700144693597,9.619556622132547,9.407529835814941,9.275253579974235,9.532443678285228,9.343604925029464,8.981811000194451,8.995057424301867,8.782600792515773,9.25281115662097,8.988950281761142,8.808126115877398,9.212455334831523,9.113832655803785,8.707984514333315,9.486043892827535,9.332221049587417,9.31186023285127,8.990954632384879,9.415498700986957,9.996387413609416,9.487998809241535,9.656427278451632,9.581985463931055,9.412358404874231,9.08813652772828,9.61719296824803,9.791848231573498,9.395292915865534,9.812796552802304,10.180415348329685,10.13413171543826,9.707071669026593,10.183160108925911,10.152373103168271,9.671770930001381,9.537330652339586,9.606668835003628,9.98654157285738,9.756448091365863,9.69439020512816,9.362023069242632,9.784193285112021,9.983412473192107,5.998483013472486
Tmax Hill Monsoon,28.483091521467603,28.148646074160812,28.157518336065575,27.55173182474629,28.229591691081186,28.541791894496487,28.358506205308352,27.83412356646593,27.93360412336902,27.711999229195943,28.69713796651054,28.499364721077285,27.090336310192928,27.45822860438274,27.118733422110235,28.238541183606554,27.435312211319278,27.665346309780304,27.935305757611243,27.224299354800937,27.22337761748634,27.441796442756775,26.661141952029663,26.80828295839188,26.883365086729118,25.987533460689196,26.389922136500502,26.105564687874057,26.537930103862777,26.383600831047172,26.837182329269826,26.21084031216261,27.46809389661486,26.51591435614222,26.588798640111893,27.181429616670215,27.069295958505432,26.614924857642585,26.880458549596668,27.251588359262414,26.98184243464623,27.133860930913347,26.608237162515078,27.58690469767937,27.36955512622951,26.95320370453044,27.25239144013187,27.823127306083418,27.26799436574105,27.324105570686964,27.77825827934805,27.46095767648379,27.577551755155195,27.225221929253056,26.922226896311884,27.68428560776737,27.537984755543775,27.87455826012536,27.257852922740287,27.26922454957322,27.53241229803979,
Tmax Hill Postmonsoon,24.86554814129586,23.511688426229508,24.57267994613583,23.65339827010148,24.106231289812644,22.712362556206088,24.218416469398907,23.525759080071374,24.022630771830045,23.77618678501171,24.63107618969555,24.42391989203747,23.9564358802275,23.510207934635332,23.887257943604325,23.42625090491803,22.831180457377048,23.16059297505855,24.12931594691647,23.45060027915691,22.73396775800156,23.789347013427008,23.833184203981265,22.66093664375488,22.730355436221704,23.006760777071484,23.743199116761456,23.1824308813427,23.48559362491636,22.95248158146537,22.685930759827702,22.864541554273412,23.214659245145835,23.560480338854585,23.62341379352069,22.70281437866723,24.953862899638068,23.924758777134343,24.231042614988294,23.944294215456676,24.17112324279327,23.419086225214674,22.692587329430133,23.536870593996166,23.48947572974239,24.024003432714828,24.538947316839526,24.012410994847773,23.77303822957425,23.670526858723655,23.966079915759174,23.405729604274008,23.139615592280844,23.44159286851667,23.65687100796253,24.61992810888675,23.76072648607115,23.939884543273866,25.395649580040867,23.94938798856592,24.421370603526654,
Tmax Hill Premonsoon,25.46916050931677,24.595623801242233,25.839781027950313,25.080157769668737,26.233135280848863,24.349687960455487,25.53978278447205,25.9188430039929,25.6402729243567,24.482185089803313,26.74940946925466,27.511767248214287,25.943352166555755,26.526446924911266,25.19412006324867,25.783588975155283,25.02820698421325,26.301774459849156,26.031185968944097,24.6846798636646,25.252844713664597,24.847285851671103,25.88719138964803,25.92569033938923,24.793914857091096,24.327384613058264,24.818936657497783,25.03654731221039,23.549271347456376,25.394458897515527,26.026157018553434,24.150855529734176,25.585915408342743,26.56136493636364,26.098138772501407,24.495864072416715,24.595080972684922,26.938997946640313,25.48343900349379,25.722805743857833,24.985638294918125,25.244239163043478,25.459807200734048,25.633722485177866,25.59013155556183,25.431063359570864,25.903962718818395,25.90949276516563,27.78703803042369,25.81502962849379,26.770514300812934,26.250275228692455,26.540407025944614,25.084910214373377,26.649202809582963,25.258110179076088,25.418476707334673,25.706906871209462,24.60725208608927,25.604805800495523,26.786778002897787,
Tmax Hill Winter,18.82748847094431,19.52688302962963,18.89050992621664,18.99042183280423,18.974216294682538,19.76559603473545,18.466178762428047,19.5088040371353,18.65943595404384,19.342304525283446,19.637621788697018,21.495968759814815,19.474350167936507,17.306849659457672,18.560062095641772,19.774559319138323,18.536389438280423,19.323407474867725,17.96369017566719,19.318273884021163,18.42648963291005,18.23025575671202,18.475228238984823,17.990382707751323,18.792269068148148,18.547458087683296,18.824079695559544,17.800431877792896,17.82237836419753,18.56367514861111,17.17623791754504,17.398544628467498,18.400218709424404,17.445545134436827,17.757397702702285,17.74382418109668,18.029016260138285,20.554875165919512,18.428075328994815,19.148644224479717,18.971324984718617,18.324670049327285,18.33149207394986,18.623914357821068,20.291476104040402,18.01618704714967,18.58022306986676,20.333189900022095,19.561842984558794,18.821169375500247,18.918712899533332,19.714283199750568,18.774293968746917,19.342672736151183,18.31904801702436,20.030502743306876,19.871950841729024,18.8920924901176,17.95612369680375,19.989445622415577,18.160169476416726,20.276973130811196
Tmax Hill annual,24.411322160756136,23.945710332815544,24.36512230909209,23.818927424330184,24.385793639106307,23.842359611473377,24.14572105540184,24.196882421916378,24.0639859433999,23.8281689073236,24.92881135353944,25.482755155285965,24.116118631228172,23.700433280846752,23.69004338115125,24.30573509570455,23.4577722727975,24.112780304888933,24.01487446228475,23.669463345410904,23.409169930515638,23.577171266141725,23.714186446160944,23.34632316232183,23.299976112047517,22.96728423462556,23.44403440157982,23.03124368980501,22.84879336010826,23.323554114659796,23.181377006299,22.656195506159424,23.667221814881962,23.520826191449316,23.51693722720907,23.030983062212712,23.661814022741677,24.508389186834187,23.755753874268393,24.01683313576416,23.777482239269062,23.530464092124696,23.27303094165728,23.845353033668616,24.185159628893533,23.60611438599145,24.068881136414138,24.51955524152973,24.597478402574446,23.907707858351163,24.35839134886337,24.207811427300207,24.00796708553189,23.77359943707357,23.886837182720434,24.39820665975927,24.147284697669654,24.103360541181573,23.804219571418543,24.20321599026256,24.22518259522024,20.276973130811196
Tmax Koshi Basin Monsoon,27.65801944352849,27.375465084996097,27.330180688961754,26.768560029539422,27.390321379320063,27.815427635096018,27.69575995286495,27.168518395073043,27.311041793807295,27.17934998651678,28.03740354479938,27.858742958029666,26.570832421788783,26.972520594038144,26.608039478883406,27.575258715278686,26.807050682569866,27.03061361710985,27.31948389676815,25.957013899288057,25.831103867540985,25.988708887862835,25.16441850710539,25.274433036355973,25.501605412482437,25.051026040334563,25.373357361890264,25.412492670288838,25.86706885148528,25.40173756733356,26.233906864249754,25.382009727424077,26.687721829254418,25.528866487705347,25.88727852210617,26.208939406950538,26.002238458860553,25.685973373802074,26.16741608127088,26.408762022399266,26.075261363785682,26.57545757175644,25.653949071078937,26.516287371726634,26.071786147344266,25.844753002847312,26.540958593579454,26.971898075388424,26.19985821448779,26.31468241580952,27.487029562955918,26.84355776799091,25.579659552961367,25.611958899884684,26.154632254122408,26.696116555908667,26.715247690326116,26.48211404813886,25.552097737192362,25.745734694524952,26.38910932314107,
Tmax Koshi Basin Postmonsoon,24.054498258423106,22.750880699016392,23.730757072724433,22.86040341227166,23.11032298943794,21.840861487634662,23.432250639234972,22.836776829472512,23.25781467583361,23.201777481067914,23.98558105498829,23.63800254098673,23.36476934054199,22.920852555756106,23.2903922572798,22.695619798557374,22.223169445836067,22.481927524913353,23.344534516596408,22.33841346147073,21.640256597283372,22.565603552018736,22.386530629583138,21.619992192346604,21.519636605714286,22.12593043694435,22.997259282368685,22.657798318782206,22.898387112126127,22.333420812920707,22.176383345712615,22.375725994579803,22.74466257556866,23.037998530530977,23.00469923921416,22.324252276198425,24.08163446468469,23.241164935730893,23.445546767456676,23.23901330210773,23.52895846621588,22.879795487155867,22.172466322949777,23.013463749201616,22.86022848548946,23.439790305458477,23.921607930125127,23.62273571516628,23.11099275602666,23.633121226384077,24.098733071242,23.710643166117098,22.06361294471207,22.85954354332725,23.00528825746136,23.458079840469388,22.62586534398394,22.730549946673097,23.816191269829453,23.09501171516738,23.731609452315745,
Tmax Koshi Basin Premonsoon,24.689506783457556,23.810509399089025,24.943950959503105,24.184857311759835,25.263412452140788,23.49612010846791,24.64342519419876,25.110486472351376,24.775018780068027,23.887077654337475,26.013442509242235,26.724521149222568,25.429928203352556,25.551555409847673,24.392854437696315,25.024161316770186,24.25972742452381,25.51769468724933,25.387924795962732,24.15505692151553,24.368148844819878,23.714631040479148,24.65553267390062,24.680667857080742,23.788452856186332,23.46289822395741,23.920206932803904,24.450216531838215,23.09000130637533,24.911711775124225,25.50724656222345,23.724935902458565,25.027939455810845,25.93361345065613,25.41633669106945,24.073529661597966,24.22338041405477,26.07429946687747,24.943465065901655,25.236773681196688,24.4639934811022,24.66647706895652,24.5539742108978,24.900328759881425,24.863401385294186,24.616637889843027,25.175299383604262,25.434192016757766,26.869978770423245,25.079698291459625,26.548468022477163,25.79732515368542,25.25664182156755,23.968489182182292,25.640963012078082,24.61359729943478,24.6995155156076,24.81567791591346,23.380376656041793,24.462988230324807,25.50049637113007,
Tmax Koshi Basin Winter,18.11774598458434,18.765247640148147,18.04354510656201,18.112072674560846,18.30922313904021,18.85824591854709,17.75847361575301,18.80707572092124,18.03647760105215,18.67107959769161,19.11822689655259,20.69661859405185,18.85247716585397,16.8580515105,17.945767425403602,19.127061204416023,17.719721939759786,18.62926537147725,17.360183837067503,18.63888066595979,17.38066498281905,17.216144768275736,17.340144006251176,16.693391015942858,17.63272401831111,17.33382097090703,18.101500553198775,16.949203871084503,16.82559354074074,18.060145897668257,16.641701073828212,16.88753248793089,17.832349099058394,17.037365678391968,17.18875419604825,17.20695466251967,17.386790705807453,19.676902905462242,17.821837453260393,18.38516211886631,18.2083721407435,17.77301837134976,17.708242926162153,17.96173915738913,19.478973743943435,17.36249738545889,17.724217088040092,19.61318210615859,18.66380086174967,17.941946981693476,18.496379671435342,19.80792206003477,18.895722956522327,18.488846510994506,17.90604235561977,19.39927999944656,18.96233598989025,17.8901299802001,16.85178659840146,18.810312727652068,17.985678263708802,19.48013049270873
Tmax Koshi Basin annual,23.629942617498372,23.17552570581241,23.512108456937824,22.98147335703294,23.51831998998475,23.00266378743642,23.38247735051292,23.480714354454545,23.34508821269027,23.234821179903445,24.28866350139562,24.7294713105727,23.554501782884323,23.07574501753548,23.05926339981578,23.60552525875557,22.75241737317238,23.414875300187447,23.353031761598697,22.772341237058527,22.305043573115817,22.371272062159115,22.38665645421008,22.067121025431547,22.110604723173545,21.993418918035836,22.59808103256541,22.36742784799844,22.17026270268187,22.676754013261686,22.639809461503507,22.092551028098335,23.073168239923078,22.884461036821104,22.874267162109508,22.45341900181665,22.92351101085187,23.669585170468167,23.094566341972403,23.3174277811425,23.069146362961817,22.97368712480465,22.52215813277217,23.0979547595497,23.318597440517838,22.815919645901925,23.340520748837232,23.910501978367762,23.71115765067184,23.242362228836676,24.157652582027605,24.03986203695705,22.948909318940828,22.732209534097183,23.176731469820403,23.54176842381485,23.250741134951976,22.97961797273138,22.400113065366266,23.0285118419173,23.40172335257392,19.48013049270873
Tmax Middle Mountain Monsoon,21.76460469945355,21.468314464480876,21.437365654371586,20.864054034153007,21.50066499125683,21.89588435081967,21.7593766079235,21.23289182279469,21.364021528103045,21.208529197814205,22.10022295054645,21.916503130601093,20.596531980484,20.98927418501171,20.63140699326698,21.639017309836067,20.8615390284153,21.08681491811085,21.37067938934426,20.52350860491803,20.520700797814207,20.383932134387198,19.308488537431693,19.558118812568306,19.741915315027324,19.394742530835284,19.75488824033958,19.58153802504554,19.980825972228725,19.752866453942236,20.28178125204918,19.617243696787547,20.85225931281669,19.876703073919526,20.028726096448086,20.513576888060935,20.373500896274216,19.97853081524259,20.29260717978142,20.631853739559528,20.37487067016062,20.611454049180328,19.985603977810893,20.900960202682565,20.616703764480874,20.265227001710038,22.11474194876073,22.321739218540202,21.13031224730679,20.894226699726776,22.482028263729507,23.30368852459016,20.926834898619816,20.545081967213115,20.30633760119225,21.92745314036885,22.048366396692035,20.45327868852459,19.11272607084309,20.065573770491802,22.431440354166668,
Tmax Middle Mountain Postmonsoon,18.1573717568306,16.840454803278686,17.841802833333333,16.958497639344262,17.26212959836066,15.959736770491803,17.528537182513663,16.90733830757221,17.348449818891492,17.242010826229507,18.044631237704916,17.73422331038251,17.409570777517565,16.965042214871193,17.336569938953943,16.77720597377049,16.272297360655738,16.5497580852459,17.440454601092895,16.753261383606556,16.11122833879781,16.97720736338798,16.928534398360654,15.840678106830602,15.276610823497268,16.391364969555035,17.13171856323185,16.666396306010927,16.942007953747073,16.41979831674473,16.19944736709602,16.391269784169566,16.719539252309985,17.02648071862891,17.047276799635704,16.23559457108793,18.270913410134128,17.317528604172878,17.5963439704918,17.365093475409836,17.598260421460505,16.910732741347907,16.19832923642987,17.02430733532042,16.940097740983607,17.470637349936947,18.770050954957064,18.461782744262294,17.843024141782262,19.21943115204918,20.229850393920763,20.996721311475408,17.620491803278686,18.167213114754098,16.85362377704918,17.07854870436183,17.508043794457457,17.644262295081965,18.196187119945357,18.318852459016394,19.671311475409837,
Tmax Middle Mountain Premonsoon,18.78406953442029,17.906517623188403,19.06926627173913,18.310032432971013,19.40828761268116,17.6102483634058,18.76888014456522,19.21264702484472,18.89224046532091,17.932789916666668,20.096441116304348,20.821093646014493,19.454018370082814,19.69779875207039,18.493137985636643,19.11337010869565,18.351332307971013,19.613429038819874,19.446383635869562,18.18343505326087,18.65612926304348,17.258231517598343,19.038974374637682,18.867526491666666,17.565001432971012,17.755992164337474,18.26368641226708,18.53325297019496,17.143122710274326,18.926380368400622,19.496872802967562,17.725863156737404,19.057862653359685,19.968746414426878,19.514511700395257,18.0759828527668,18.166911506126482,20.258550026679842,18.974583167028985,19.19329044299517,18.494388592292488,18.707597917391304,18.82727537944664,19.060542523715416,19.01872141818182,18.83681398853755,20.30980328752588,19.576120832971014,21.858656495263975,19.803761747282607,21.262260467391304,21.8875,19.284549208197465,18.822214573817135,19.832608695652173,19.22391304347826,18.597282608695654,18.870800579321948,16.20143384031444,18.67445652173913,20.060741145652173,
Tmax Middle Mountain Winter,12.193802819209038,12.85504083148148,12.155925499999999,12.232760687037038,12.373434562592593,12.986610655185185,11.833991154578756,12.881011157566137,12.089562165079364,12.736940607936505,13.143897603296702,14.796395108518517,12.90527443111111,10.865034844047619,11.99655866164312,13.186641587724868,11.824082454074073,12.701192692962962,11.408119338461537,12.706903870740739,11.742794560740741,11.521625546931217,12.220390383699634,11.392429799074074,12.39314423074074,11.709054499708994,12.213042604133962,11.20487785047619,11.178112756172839,12.0216902965873,10.701267489272631,10.910984231014108,11.862729756857464,10.991011587805836,11.239160075461047,11.239926296700338,11.480925488164983,13.839351451290685,11.858988830391832,12.47447666648148,12.35160627627385,11.795333917742505,11.759153045643245,12.045532685269361,13.586605313535355,11.475413825426488,12.09552858615304,14.933615373764754,13.640177301013571,12.720252335237587,14.927045408836998,18.074607154497354,17.164136182638888,16.081666666666667,13.827313633920841,14.352079869444443,14.092487593333333,11.905542307387567,10.98985581238999,14.387625901435184,14.850980881064816,15.029032258064516
Tmax Middle Mountain annual,17.72496220247837,17.26758193060736,17.62609006486101,17.09133619837633,17.63612919122281,17.113120034975616,17.472696272395286,17.55847207819444,17.423568494348704,17.28006763716172,18.346298226963103,18.817053798879154,17.591348889798873,17.129287499000228,17.114418394875173,17.67905874500677,16.827312787779032,17.487798683784895,17.416409241192063,17.04177722813155,16.757713240099058,16.535249140576184,16.874096923532417,16.414688302534913,16.244167950559085,16.312788541109196,16.84083395499312,16.496516287931904,16.31101734810574,16.780183858918722,16.66984222784635,16.161340217177155,17.123097743835956,16.965735448695288,16.957418667985024,16.516270152154,17.07306282517495,17.8484902243465,17.18063078692351,17.416178581111502,17.204781490046866,17.00627965641551,16.69259040983266,17.25783568674694,17.540532059295415,17.012023041402756,18.322531194349178,18.823314542384566,18.61804254634165,18.159417983574038,19.725296133469644,21.06562924764073,18.749003023183715,18.404044080612753,17.70497092695361,18.145498689413344,18.06154509829462,17.218470967579016,16.125050710873218,17.861627163170628,19.253618464073373,15.029032258064516
Tmax Siwalik Monsoon,37.21835469945355,36.922064464480876,36.89111565437159,36.317804034153006,36.95441499125683,37.34963435081967,37.2131266079235,36.686641822794684,36.817771528103044,36.6622791978142,37.553972950546445,37.37025313060109,36.050281980483994,36.44302418501171,36.08515699326698,37.09276730983607,36.3152890284153,36.54056491811085,36.82442938934426,33.063008381967215,32.29505532786885,32.976229508196724,32.22786885245902,32.291803278688526,32.92786885245902,33.08360655737705,33.30245901639344,34.20737704918033,35.026640763758785,33.48077576112412,35.73553125204918,33.985936272859746,35.71284035409836,33.64426229508197,34.90815448005465,34.61557377049181,34.12196205245902,34.08524590163934,35.33614089617486,35.135245901639344,34.37131147540984,36.06520404918033,33.816997976320586,34.54344262295082,33.40819672131148,33.68852459016394,34.040983606557376,34.570849152224824,33.69508196721311,34.33455494863388,36.877049180327866,33.677868852459014,32.5655737704918,33.52049180327869,35.145757169597616,34.178688524590164,34.51065573770492,34.312295081967214,33.054098360655736,32.76899618442623,32.5172131147541,
Tmax Siwalik Postmonsoon,33.6111217568306,32.29420480327869,33.29555283333333,32.41224763934426,32.71587959836065,31.4134867704918,32.98228718251366,32.36108830757221,32.80219981889149,32.6957608262295,33.49838123770492,33.18797331038251,32.863320777517565,32.418792214871196,32.790319938953935,32.23095597377049,31.726047360655738,32.003508085245905,32.894204601092895,30.232786885245904,29.072131147540986,30.25901639344262,29.288524590163934,29.72295081967213,29.778688524590162,30.620352207650274,32.17049180327869,32.27704918032787,32.39575795374707,31.581788763466044,31.65319736709602,31.86229508196721,32.49389250655738,32.80327868852459,32.58078778324226,32.34426229508197,33.12786885245902,32.70983606557377,32.58524590163935,32.38360655737705,32.95737704918033,32.364482741347906,31.65207923642987,32.61311475409836,32.18032786885246,33.02622950819672,32.72459016393443,32.84754098360656,31.731147540983606,32.7,33.19667617923497,31.852459016393443,30.10327868852459,32.162295081967216,32.54024755409836,32.34008993208431,30.001639344262294,29.918032786885245,30.950819672131146,30.65081967213115,30.99344262295082,
Tmax Siwalik Premonsoon,34.23781953442029,33.360267623188406,34.52301627173913,33.76378243297101,34.862037612681156,33.063998363405794,34.222630144565215,34.66639702484472,34.34599046532091,33.38653991666666,35.55019111630435,36.27484364601449,34.90776837008281,35.15154875207039,33.94688798563664,34.56712010869565,33.80508230797101,35.06717903881987,34.900133635869565,33.63718505326087,32.702173913043474,31.729347826086954,32.278260869565216,32.489513808695655,32.24782608695652,31.71310054658385,31.869565217391305,33.65,32.22826086956522,34.39119085093168,35.25591078338509,33.1796131567374,34.562273867391305,35.58586956521739,34.71739130434783,33.50869565217391,33.98653598043478,35.141304347826086,34.42833316702899,35.15978260869565,33.91304347826087,34.1613479173913,33.04565217391304,33.85217391304348,33.83695652173913,33.301086956521736,33.095652173913045,35.09347826086957,35.025,33.43478260869565,36.43019942608696,33.43152173913043,34.301086956521736,32.19139554565218,34.23804347826087,33.20326086956521,33.91413043478261,33.43586956521739,32.266304347826086,32.356521739130436,32.87717391304348,
